step,train_loss,learning_rate
217,2.0546889305114746,9.998550318590047e-05
218,1.9918243885040283,9.99853698890652e-05
219,1.2420036792755127,9.998523598229506e-05
220,2.718872547149658,9.998510146559166e-05
221,0.8364954590797424,9.998496633895667e-05
222,1.1579464673995972,9.998483060239173e-05
223,1.273771047592163,9.998469425589847e-05
224,1.3410351276397705,9.998455729947858e-05
225,1.905245065689087,9.998441973313372e-05
226,2.0276706218719482,9.998428155686556e-05
227,1.2742798328399658,9.998414277067581e-05
228,0.699795663356781,9.998400337456614e-05
229,2.082284927368164,9.998386336853828e-05
230,2.239006519317627,9.998372275259392e-05
231,2.2984631061553955,9.998358152673477e-05
232,1.4475979804992676,9.998343969096258e-05
233,2.441603660583496,9.998329724527904e-05
234,1.6301630735397339,9.998315418968592e-05
235,2.0498077869415283,9.998301052418494e-05
236,1.6576727628707886,9.998286624877787e-05
237,2.106713056564331,9.998272136346648e-05
238,1.8087787628173828,9.998257586825253e-05
239,1.2732605934143066,9.998242976313778e-05
240,1.4910434484481812,9.998228304812401e-05
241,1.4016832113265991,9.998213572321306e-05
242,1.9012141227722168,9.998198778840668e-05
243,1.3840198516845703,9.998183924370668e-05
244,2.31207537651062,9.99816900891149e-05
245,1.2861465215682983,9.99815403246331e-05
246,1.3382734060287476,9.998138995026318e-05
247,1.7151881456375122,9.998123896600694e-05
248,2.437075614929199,9.99810873718662e-05
249,0.4984988868236542,9.998093516784285e-05
250,2.7344212532043457,9.998078235393873e-05
251,0.8069750070571899,9.998062893015572e-05
252,2.0186071395874023,9.998047489649566e-05
253,0.8763361573219299,9.998032025296045e-05
254,1.0382368564605713,9.998016499955199e-05
255,2.377880096435547,9.998000913627214e-05
256,0.878179132938385,9.997985266312285e-05
257,1.021947979927063,9.997969558010598e-05
258,2.2965285778045654,9.997953788722348e-05
259,0.6217766404151917,9.997937958447725e-05
260,2.005438804626465,9.997922067186925e-05
261,1.4592963457107544,9.997906114940138e-05
262,2.4440202713012695,9.99789010170756e-05
263,2.051387071609497,9.997874027489391e-05
264,1.3527876138687134,9.997857892285822e-05
265,1.4244263172149658,9.997841696097048e-05
266,1.4355826377868652,9.997825438923275e-05
267,2.017970323562622,9.997809120764694e-05
268,1.782326579093933,9.997792741621507e-05
269,0.7602513432502747,9.997776301493914e-05
270,2.0515382289886475,9.997759800382111e-05
271,1.5418916940689087,9.997743238286307e-05
272,1.6338884830474854,9.9977266152067e-05
273,1.9905835390090942,9.997709931143493e-05
274,2.905553102493286,9.99769318609689e-05
275,1.9493046998977661,9.997676380067096e-05
276,1.4879175424575806,9.997659513054315e-05
277,1.3189013004302979,9.997642585058752e-05
278,2.032731294631958,9.997625596080615e-05
279,1.9640257358551025,9.997608546120111e-05
280,1.0575765371322632,9.997591435177449e-05
281,0.930782675743103,9.997574263252834e-05
282,2.1309726238250732,9.997557030346479e-05
283,1.7934991121292114,9.997539736458594e-05
284,1.7457325458526611,9.99752238158939e-05
285,2.546334743499756,9.997504965739078e-05
286,2.0621867179870605,9.99748748890787e-05
287,0.7528907656669617,9.99746995109598e-05
288,0.6043608784675598,9.997452352303624e-05
289,1.372170329093933,9.997434692531015e-05
290,1.3657759428024292,9.997416971778365e-05
291,2.421013116836548,9.997399190045897e-05
292,3.0647785663604736,9.997381347333824e-05
293,2.199641704559326,9.997363443642363e-05
294,1.2202857732772827,9.997345478971735e-05
295,2.266353130340576,9.997327453322157e-05
296,1.9047598838806152,9.99730936669385e-05
297,1.7087255716323853,9.997291219087035e-05
298,2.1136043071746826,9.997273010501933e-05
299,0.7267603874206543,9.997254740938766e-05
300,2.3847951889038086,9.997236410397757e-05
301,1.5709127187728882,9.997218018879131e-05
302,1.42937433719635,9.99719956638311e-05
303,1.7941659688949585,9.997181052909921e-05
304,2.880464792251587,9.997162478459789e-05
305,1.2181917428970337,9.99714384303294e-05
306,1.5152113437652588,9.997125146629604e-05
307,1.2251567840576172,9.997106389250008e-05
308,1.3536890745162964,9.997087570894377e-05
309,1.8115054368972778,9.997068691562946e-05
310,1.6381876468658447,9.997049751255944e-05
311,2.3662376403808594,9.997030749973601e-05
312,1.0814241170883179,9.99701168771615e-05
313,1.5659962892532349,9.996992564483822e-05
314,0.8090168833732605,9.996973380276853e-05
315,1.6770973205566406,9.996954135095475e-05
316,1.5672098398208618,9.996934828939922e-05
317,2.179957151412964,9.996915461810432e-05
318,1.4431114196777344,9.99689603370724e-05
319,1.7695090770721436,9.996876544630583e-05
320,2.006739377975464,9.996856994580698e-05
321,1.9319661855697632,9.996837383557826e-05
322,1.7320138216018677,9.996817711562203e-05
323,1.7539793252944946,9.996797978594072e-05
324,1.6415220499038696,9.996778184653673e-05
325,1.602218508720398,9.996758329741246e-05
326,1.923926591873169,9.996738413857037e-05
327,1.3123536109924316,9.996718437001286e-05
328,0.8602340817451477,9.996698399174236e-05
329,1.4524781703948975,9.996678300376134e-05
330,1.261925458908081,9.996658140607224e-05
331,1.7025463581085205,9.99663791986775e-05
332,1.714131236076355,9.996617638157961e-05
333,1.4244862794876099,9.996597295478106e-05
334,1.5026578903198242,9.99657689182843e-05
335,1.0702556371688843,9.996556427209186e-05
336,2.2817084789276123,9.996535901620619e-05
337,2.5683186054229736,9.996515315062983e-05
338,1.0663505792617798,9.996494667536526e-05
339,1.7816474437713623,9.996473959041503e-05
340,2.010706663131714,9.996453189578164e-05
341,1.3854788541793823,9.996432359146766e-05
342,1.9869736433029175,9.99641146774756e-05
343,1.1067694425582886,9.996390515380803e-05
344,1.9940204620361328,9.996369502046748e-05
345,1.50127375125885,9.996348427745655e-05
346,1.0301796197891235,9.996327292477777e-05
347,1.6347535848617554,9.996306096243376e-05
348,1.8265445232391357,9.996284839042707e-05
349,1.588395118713379,9.996263520876034e-05
350,2.400665521621704,9.99624214174361e-05
351,2.566119432449341,9.996220701645704e-05
352,1.3515653610229492,9.996199200582572e-05
353,1.2514889240264893,9.996177638554478e-05
354,1.2889360189437866,9.996156015561687e-05
355,1.3745801448822021,9.99613433160446e-05
356,1.950736403465271,9.996112586683062e-05
357,1.7694056034088135,9.996090780797759e-05
358,1.2090576887130737,9.996068913948818e-05
359,1.7337064743041992,9.996046986136504e-05
360,1.2534029483795166,9.996024997361086e-05
361,1.1283048391342163,9.996002947622833e-05
362,1.3389641046524048,9.995980836922012e-05
363,2.6044979095458984,9.995958665258894e-05
364,2.054612398147583,9.995936432633749e-05
365,1.9099125862121582,9.995914139046849e-05
366,2.092815637588501,9.995891784498465e-05
367,1.6957966089248657,9.99586936898887e-05
368,2.2972350120544434,9.995846892518337e-05
369,1.8402539491653442,9.995824355087143e-05
370,1.3750317096710205,9.995801756695559e-05
371,2.154397487640381,9.995779097343865e-05
372,1.4940019845962524,9.995756377032333e-05
373,2.023456335067749,9.995733595761244e-05
374,1.0030386447906494,9.995710753530875e-05
375,1.5547457933425903,9.995687850341505e-05
376,2.1040470600128174,9.995664886193412e-05
377,2.1692702770233154,9.995641861086876e-05
378,0.8012112975120544,9.995618775022181e-05
379,2.2149899005889893,9.995595627999604e-05
380,1.4811207056045532,9.995572420019432e-05
381,2.0783557891845703,9.995549151081945e-05
382,2.7111308574676514,9.99552582118743e-05
383,1.8690663576126099,9.995502430336169e-05
384,1.4440339803695679,9.995478978528449e-05
385,2.5894808769226074,9.995455465764555e-05
386,2.4109046459198,9.995431892044773e-05
387,1.6797442436218262,9.995408257369392e-05
388,1.9297194480895996,9.995384561738702e-05
389,1.176429271697998,9.995360805152991e-05
390,0.9409720301628113,9.995336987612547e-05
391,1.8232626914978027,9.995313109117663e-05
392,0.8341355323791504,9.995289169668629e-05
393,1.506238341331482,9.995265169265738e-05
394,2.3633294105529785,9.995241107909284e-05
395,2.5200304985046387,9.995216985599556e-05
396,1.2297135591506958,9.995192802336853e-05
397,1.0684419870376587,9.995168558121468e-05
398,1.9814916849136353,9.995144252953697e-05
399,1.8309457302093506,9.995119886833839e-05
400,1.0494462251663208,9.995095459762187e-05
401,0.988498330116272,9.995070971739042e-05
402,1.8344646692276,9.995046422764702e-05
403,1.498117446899414,9.995021812839468e-05
404,2.1182405948638916,9.994997141963638e-05
405,1.9555253982543945,9.994972410137515e-05
406,1.1628609895706177,9.994947617361398e-05
407,1.5194973945617676,9.994922763635592e-05
408,1.8327488899230957,9.994897848960398e-05
409,2.1883933544158936,9.994872873336124e-05
410,1.889037847518921,9.994847836763072e-05
411,2.9655163288116455,9.994822739241548e-05
412,1.0352764129638672,9.994797580771856e-05
413,2.036552906036377,9.994772361354307e-05
414,2.23179030418396,9.994747080989206e-05
415,1.4052332639694214,9.994721739676863e-05
416,1.8065675497055054,9.994696337417585e-05
417,2.438610553741455,9.994670874211686e-05
418,1.2651305198669434,9.994645350059471e-05
419,1.3156203031539917,9.994619764961256e-05
420,1.8344063758850098,9.994594118917353e-05
421,1.1328778266906738,9.994568411928074e-05
422,1.146736979484558,9.99454264399373e-05
423,2.8806686401367188,9.994516815114639e-05
424,2.2264504432678223,9.994490925291115e-05
425,0.9337523579597473,9.994464974523474e-05
426,1.385007381439209,9.994438962812033e-05
427,2.0276906490325928,9.994412890157109e-05
428,1.832085371017456,9.99438675655902e-05
429,0.8204907774925232,9.994360562018085e-05
430,1.238628625869751,9.994334306534625e-05
431,2.055778741836548,9.994307990108957e-05
432,1.9236863851547241,9.994281612741408e-05
433,1.5642603635787964,9.994255174432292e-05
434,2.0793423652648926,9.994228675181936e-05
435,1.237760305404663,9.994202114990664e-05
436,0.7170042991638184,9.9941754938588e-05
437,0.760634183883667,9.994148811786667e-05
438,1.3665056228637695,9.994122068774591e-05
439,1.7518404722213745,9.9940952648229e-05
440,1.860322117805481,9.994068399931919e-05
441,1.0028040409088135,9.994041474101978e-05
442,1.1396087408065796,9.994014487333403e-05
443,2.0071117877960205,9.993987439626525e-05
444,2.156790018081665,9.993960330981674e-05
445,1.706047773361206,9.99393316139918e-05
446,1.8200489282608032,9.993905930879375e-05
447,1.8796318769454956,9.993878639422592e-05
448,1.0873761177062988,9.993851287029162e-05
449,0.963303804397583,9.993823873699421e-05
450,1.0984435081481934,9.993796399433704e-05
451,1.8600349426269531,9.993768864232342e-05
452,1.446617603302002,9.993741268095675e-05
453,1.4551557302474976,9.993713611024038e-05
454,1.3985788822174072,9.99368589301777e-05
455,2.6811015605926514,9.993658114077207e-05
456,1.712137222290039,9.993630274202691e-05
457,1.2889702320098877,9.993602373394558e-05
458,0.7482306957244873,9.993574411653152e-05
459,0.8929640650749207,9.993546388978811e-05
460,1.8711559772491455,9.993518305371879e-05
461,2.122878074645996,9.993490160832699e-05
462,1.830371379852295,9.993461955361612e-05
463,1.5478380918502808,9.993433688958964e-05
464,3.1130290031433105,9.993405361625102e-05
465,1.7410874366760254,9.993376973360366e-05
466,1.7739237546920776,9.993348524165108e-05
467,2.352548599243164,9.993320014039672e-05
468,1.7341604232788086,9.993291442984407e-05
469,0.9942919015884399,9.993262810999661e-05
470,0.6802384257316589,9.993234118085782e-05
471,1.1625375747680664,9.993205364243124e-05
472,1.2736866474151611,9.993176549472035e-05
473,2.981475830078125,9.993147673772868e-05
474,1.6034659147262573,9.993118737145975e-05
475,1.6439969539642334,9.993089739591708e-05
476,1.237866997718811,9.993060681110421e-05
477,1.9084303379058838,9.993031561702472e-05
478,1.91005277633667,9.993002381368212e-05
479,1.4059679508209229,9.992973140107996e-05
480,1.0872701406478882,9.992943837922186e-05
481,1.9181042909622192,9.992914474811136e-05
482,1.3724232912063599,9.992885050775206e-05
483,1.0140104293823242,9.992855565814754e-05
484,1.5296788215637207,9.992826019930139e-05
485,2.7315514087677,9.992796413121725e-05
486,1.6823221445083618,9.99276674538987e-05
487,1.8251333236694336,9.992737016734936e-05
488,1.6237268447875977,9.992707227157288e-05
489,0.8024004101753235,9.992677376657286e-05
490,2.2917463779449463,9.992647465235299e-05
491,2.0710978507995605,9.992617492891688e-05
492,2.0549585819244385,9.99258745962682e-05
493,2.0189945697784424,9.992557365441061e-05
494,2.2458391189575195,9.992527210334779e-05
495,1.5417083501815796,9.992496994308343e-05
496,1.2503864765167236,9.992466717362119e-05
497,2.0415384769439697,9.992436379496479e-05
498,1.5267776250839233,9.992405980711792e-05
499,1.9412274360656738,9.992375521008429e-05
500,1.2937208414077759,9.992345000386761e-05
501,1.7012845277786255,9.992314418847161e-05
502,1.8667618036270142,9.992283776390004e-05
503,1.6737034320831299,9.992253073015661e-05
504,2.6568210124969482,9.99222230872451e-05
505,1.001734972000122,9.992191483516922e-05
506,0.6215920448303223,9.992160597393276e-05
507,1.6757665872573853,9.992129650353946e-05
508,2.3763415813446045,9.992098642399314e-05
509,1.5084257125854492,9.992067573529756e-05
510,1.5302282571792603,9.992036443745652e-05
511,1.3846122026443481,9.99200525304738e-05
512,0.6466984748840332,9.991974001435324e-05
513,2.1500415802001953,9.99194268890986e-05
514,2.250471591949463,9.991911315471375e-05
515,0.7445225715637207,9.991879881120252e-05
516,1.321458101272583,9.99184838585687e-05
517,2.053246259689331,9.991816829681618e-05
518,1.9268550872802734,9.991785212594877e-05
519,1.523572325706482,9.991753534597035e-05
520,2.332946300506592,9.991721795688478e-05
521,2.204834461212158,9.991689995869595e-05
522,1.8962733745574951,9.991658135140772e-05
523,2.237412929534912,9.9916262135024e-05
524,1.9871938228607178,9.991594230954865e-05
525,1.5633984804153442,9.991562187498558e-05
526,1.6783466339111328,9.991530083133874e-05
527,2.019705057144165,9.9914979178612e-05
528,1.6551061868667603,9.991465691680933e-05
529,1.3416285514831543,9.991433404593461e-05
530,1.1898918151855469,9.991401056599181e-05
531,1.2499500513076782,9.99136864769849e-05
532,1.5789014101028442,9.991336177891778e-05
533,2.097219467163086,9.991303647179445e-05
534,1.4260667562484741,9.991271055561888e-05
535,1.2426750659942627,9.991238403039502e-05
536,1.9385805130004883,9.991205689612689e-05
537,1.4611326456069946,9.991172915281845e-05
538,1.7942469120025635,9.99114008004737e-05
539,1.386841058731079,9.991107183909667e-05
540,2.5152227878570557,9.991074226869137e-05
541,1.9458589553833008,9.991041208926181e-05
542,2.0538573265075684,9.991008130081203e-05
543,1.7443238496780396,9.990974990334605e-05
544,2.520786762237549,9.990941789686792e-05
545,1.1037405729293823,9.990908528138171e-05
546,0.9631774425506592,9.990875205689145e-05
547,1.832260012626648,9.990841822340122e-05
548,1.5175553560256958,9.990808378091509e-05
549,1.7503832578659058,9.990774872943716e-05
550,1.804299235343933,9.99074130689715e-05
551,1.4770914316177368,9.99070767995222e-05
552,1.6121199131011963,9.990673992109338e-05
553,1.0833572149276733,9.990640243368914e-05
554,1.9647972583770752,9.990606433731358e-05
555,1.1784017086029053,9.990572563197086e-05
556,0.7660989761352539,9.99053863176651e-05
557,2.304844617843628,9.990504639440046e-05
558,0.9269618391990662,9.990470586218103e-05
559,1.132789969444275,9.990436472101103e-05
560,1.4895347356796265,9.990402297089458e-05
561,1.212904691696167,9.990368061183587e-05
562,1.0728849172592163,9.990333764383907e-05
563,2.642493963241577,9.990299406690836e-05
564,1.5965015888214111,9.990264988104795e-05
565,0.6010591387748718,9.990230508626202e-05
566,1.7913352251052856,9.99019596825548e-05
567,3.0929391384124756,9.990161366993048e-05
568,0.9238097071647644,9.99012670483933e-05
569,1.0281481742858887,9.990091981794749e-05
570,2.3003058433532715,9.990057197859729e-05
571,1.36994206905365,9.990022353034692e-05
572,1.2579289674758911,9.989987447320064e-05
573,1.0800137519836426,9.989952480716273e-05
574,2.107832193374634,9.989917453223744e-05
575,1.4568449258804321,9.989882364842905e-05
576,2.4631404876708984,9.989847215574184e-05
577,1.9133704900741577,9.989812005418011e-05
578,1.6953710317611694,9.989776734374812e-05
579,2.0329482555389404,9.989741402445022e-05
580,2.5901076793670654,9.989706009629068e-05
581,1.4151549339294434,9.989670555927384e-05
582,1.3420066833496094,9.989635041340402e-05
583,2.3829686641693115,9.989599465868558e-05
584,1.6507152318954468,9.989563829512282e-05
585,1.8008990287780762,9.989528132272012e-05
586,2.0607242584228516,9.989492374148181e-05
587,1.6587661504745483,9.989456555141228e-05
588,2.1618614196777344,9.989420675251588e-05
589,1.3491398096084595,9.989384734479698e-05
590,1.3642916679382324,9.989348732826e-05
591,1.0493906736373901,9.98931267029093e-05
592,1.2120022773742676,9.989276546874931e-05
593,1.089489221572876,9.989240362578442e-05
594,2.2209341526031494,9.989204117401904e-05
595,2.216357469558716,9.989167811345761e-05
596,1.7092758417129517,9.989131444410454e-05
597,1.7357853651046753,9.989095016596428e-05
598,1.288436770439148,9.989058527904126e-05
599,1.2274589538574219,9.989021978333996e-05
600,2.346829652786255,9.988985367886483e-05
601,1.8028029203414917,9.988948696562033e-05
602,1.9503000974655151,9.988911964361094e-05
603,1.8492273092269897,9.988875171284113e-05
604,2.340916395187378,9.98883831733154e-05
605,2.2146127223968506,9.988801402503825e-05
606,1.0548301935195923,9.988764426801418e-05
607,1.5645976066589355,9.988727390224771e-05
608,2.3395652770996094,9.988690292774336e-05
609,2.0764591693878174,9.988653134450564e-05
610,1.5707179307937622,9.988615915253907e-05
611,1.4161230325698853,9.988578635184824e-05
612,1.0922013521194458,9.988541294243767e-05
613,1.9331705570220947,9.98850389243119e-05
614,0.9972150325775146,9.988466429747553e-05
615,1.628913164138794,9.988428906193312e-05
616,0.7421751022338867,9.988391321768923e-05
617,1.6322262287139893,9.988353676474846e-05
618,0.8431432843208313,9.988315970311542e-05
619,0.941131591796875,9.988278203279469e-05
620,1.4011861085891724,9.988240375379086e-05
621,1.349433422088623,9.988202486610858e-05
622,0.9646952748298645,9.988164536975247e-05
623,0.979701578617096,9.988126526472715e-05
624,0.8829128742218018,9.988088455103726e-05
625,2.1262941360473633,9.988050322868744e-05
626,1.2210054397583008,9.988012129768235e-05
627,2.015801429748535,9.987973875802666e-05
628,1.6139382123947144,9.987935560972501e-05
629,1.7617617845535278,9.987897185278211e-05
630,1.5097068548202515,9.987858748720263e-05
631,0.9077178239822388,9.987820251299123e-05
632,2.3251965045928955,9.987781693015265e-05
633,1.4687848091125488,9.987743073869159e-05
634,1.9723418951034546,9.987704393861275e-05
635,1.650823950767517,9.987665652992083e-05
636,1.7810872793197632,9.987626851262059e-05
637,2.017467498779297,9.987587988671675e-05
638,1.3953725099563599,9.987549065221405e-05
639,1.8249170780181885,9.987510080911724e-05
640,1.6469342708587646,9.987471035743108e-05
641,2.0906174182891846,9.987431929716035e-05
642,1.3108314275741577,9.987392762830982e-05
